Core no. ,Sample,Shifted Depth,Depth,"Kg, hor.","1/Pm, hor.","Kl, hor","Kg, vert.","1/Pm, vert.","Kl, vert.","Por., hor.","Por., vert.",Por. sum.,So,Sw,Gr.dens.,Gr.dens.,Lithological description
4,386,3926.85,3926.25,4.57,0.495,3.7,  ,  ,  ,17,  ,  ,  ,  ,2.65,  ,A.A.lt-Gry/Gry.VF/F-gr.VW-cmt.scs-C. 
4,387,3927.15,3926.55,46.1,0.854,39.8,1.26,0.495,0.868,21.4,  ,  ,  ,  ,2.64,  ,A:A:lt-Gry.F-gr.w/o-Pyr 
4,388,3927.35,3926.75,10.6,0.62,8.82,  ,  ,  ,15.5,  ,  ,  ,  ,2.63,  ,A.A.Cl-lam. 
4,389,3927.52,3926.92,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
4,390,3927.6,3927,16.8,0.662,14.2,  ,  ,  ,14.8,  ,  ,  ,  ,2.65,  ,A.A.W-cmt.C-lam.w/Cl.scat-Pyr. 
4,391,3927.85,3927.25,0.281,0.495,0.177,  ,  ,  ,5.1,  ,  ,  ,  ,2.63,  ,"A.A.VF/F-gr.VW-cmt.w/o-lam,Pyr.decr-Cl.scs-C. "
4,392,3928.1,3927.5,1.12,0.495,0.77,2.58,0.495,1.99,10.5,  ,  ,  ,  ,2.65,  ,A.A..scs-Pyr. 
4,393,3928.49,3927.89,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
4,394,3928.6,3928,0.932,0.495,0.631,  ,  ,  ,5.7,  ,  ,  ,  ,2.65,  ,"A.A.VF-gr.w/o-Mtrx,C,Pyr.Ltl-Cl. "
4,395,3928.75,3928.15,NMP ,  ,NMP ,  ,  ,  ,10.8,  ,  ,  ,  ,2.67,  ,"A.A.VF/F-gr.W/Fr-srt.Frac.Ltl-Mtrx.w/Cl,Mic.scat-Pyr. "
4,396,3929.15,3928.55,0.306,0.495,0.194,0.138,0.495,0.084,10,  ,  ,  ,  ,2.64,  ,"A:A:W-srt.w/o-Frac.Ltl-Cl,Mic.Scs-C,Pyr. "
4,397,3929.35,3928.75,2.91,0.495,2.27,  ,  ,  ,15.3,  ,  ,  ,  ,2.64,  ,"A.A.F-gr.incr-Cl.w/o-C,Pyr. "
4,398,3929.52,3928.92,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
4,399,3929.6,3929,NMP ,  ,NMP ,  ,  ,  ,8.9,  ,  ,  ,  ,2.65,  ,"Sst.lt-Gry.VF/F-gr.Sbang.VW-cmt.W-srt.Frac.w/cl,Mic.Scat-Pyr"
4,400,3929.85,3929.25,NMP ,  ,NMP ,  ,  ,  ,4.8,  ,  ,  ,  ,2.54,  ,"A.A.Gry.VF-gr.Silt.Incr-Cl,Mic.Ltl-C. "
4,401,3930.1,3929.5,1.2,0.495,0.823,0.277,0.495,0.174,9.5,  ,  ,  ,  ,2.54,  ,"A.A.VF/F-gr.W/Fr-srt.w/o-Frac.Mott.ltl-Mtrx.decr-C,Mic. "
4,402,3930.3,3929.7,1.09,0.495,0.743,  ,  ,  ,11,  ,  ,  ,  ,2.54,  ,A.A.w/o-Mott.incr-C. scs-Pyr. 
4,403,3930.52,3929.92,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
4,404,3930.6,3930,0.39,0.495,0.25,  ,  ,  ,10.4,  ,  ,  ,  ,2.53,  ,A.A.scat-M-gr.w/o-Pyr. 
4,405,3930.85,3930.25,1.8,0.495,1.27,  ,  ,  ,15.6,  ,  ,  ,  ,2.64,  ,"Sst.lt-Gry.F-gr.Sb-ang.VW-cmt.W-srt.ltl-Mtrx,Cl,Mic. "
4,406,3931.15,3930.55,17.4,0.746,14.4,0.382,0.495,0.245,10,  ,  ,  ,  ,2.93,  ,"A.A.W/Fr-srt.decr-Mtrx,Cl,Mic.abd-Pyr.Scs-C. "
4,407,3931.35,3930.75,1.38,0.495,0.953,  ,  ,  ,3.4,  ,  ,  ,  ,2.63,  ,"A.A.Gry.VF/F-gr.W-srt.Fis.incr-Mtrx,Mic.w/Cl.w/o-Pyr. "
4,408,3931.53,3930.93,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
4,409,3931.6,3931,0.281,0.495,0.177,  ,  ,  ,4.9,  ,  ,  ,  ,2.63,  ,A.A.VF-gr.w/o-Fis.decr-Mtrx. 
4,410,3931.9,3931.3,NMP ,  ,NMP ,  ,  ,  ,11.5,  ,  ,  ,  ,2.25,  ,"A.A.Blk/Gry.scat-F-gr.Fr-srt.Frac.decr-,Cl,Mic.abd-C.ltl-Pyr"
4,411,3932.15,3931.55,1.19,0.495,0.815,0.165,0.495,0.101,6.9,  ,  ,  ,  ,2.47,  ,"Sst.Gry.VF-gr.scat-F-gr.Sb-angVW-cmt.W/Fr-srt.w/C,Cl.ltl-Mic"
4,412,3932.35,3931.75,0.689,0.495,0.458,  ,  ,  ,6.9,  ,  ,  ,  ,2.51,  ,A.A.W-srt.ltl-Mtrx.decr-C. 
4,413,3932.52,3931.92,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
4,414,3932.6,3932,8.91,0.572,7.4,  ,  ,  ,5.1,  ,  ,  ,  ,2.54,  ,A.A.VF/F-gr. 
4,415,3932.95,3932.35,NMP ,  ,NMP ,  ,  ,  ,4.8,  ,  ,  ,  ,2.58,  ,A.A.Frac. 
4,416,3933.15,3932.55,NMP ,  ,NMP ,0.145,0.495,0.088,3.8,  ,  ,  ,  ,2.6,  ,"A.A.Mott.decr-Cl,Mic.scs-Pyr. "
4,417,3933.35,3932.75,0.3,0.495,0.189,  ,  ,  ,7.4,  ,  ,  ,  ,2.64,  ,"Sst.lt-Gry/Gry.VF/F-gr.Sb-ang.VW-cmt.W-srt.Ltl-Cl,Mic.scs-C,"
4,418,3933.53,3932.93,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
4,419,3933.6,3933,0.206,0.495,0.127,  ,  ,  ,8.3,  ,  ,  ,  ,2.69,  ,"A.A.lt-Gry.F-gr.ltl-Myrx.decr-Cl,Mic.w/o-C.Scat-Pyr. "
4,420,3933.8,3933.2,0.31,0.495,0.197,  ,  ,  ,3.6,  ,  ,  ,  ,2.65,  ,A.A.Gry.VF-gr.Silt.w/Cl.incr-Mic.decr-Pyr.scs-C. 
4,421,3934,3933.4,0.395,0.495,0.254,NMP ,  ,NMP ,5.7,  ,  ,  ,  ,2.66,  ,A.A. 
4,422,3934.25,3933.65,0.233,0.495,0.145,  ,  ,  ,4.9,  ,  ,  ,  ,2.64,  ,A.A.w/o-Pyr. 
4,423,3934.54,3933.94,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
4,424,3934.6,3934,0.558,0.495,0.367,  ,  ,  ,11.1,  ,  ,  ,  ,2.64,  ,A.A.lt-Gry/Gry.VF/F-gr.w/o-Silt.ltl-Cl.decr-Mic.scs-Pyr. 
4,425,3934.75,3934.15,NMP ,  ,NMP ,  ,  ,  ,4.6,  ,  ,  ,  ,2.64,  ,A:A.Frac.Cl/Mic-lam. 
4,426,3934.95,3934.35,26.4,0.83,22.1,  ,  ,  ,23.9,  ,  ,  ,  ,2.64,  ,"A.A.w/o-Frac,Lam,Pyr.Decr-Cl,Mic. "
5,427,3935.3,3935.5,NMP ,  ,NMP ,0.099,0.495,0.059,4.4,  ,  ,  ,  ,2.71,  ,A.A.Frac.Scat-Pyr.Cl/Mic-lam 
5,428,3935.6,3935.8,NMP ,  ,NMP ,  ,  ,  ,13.4,  ,  ,  ,  ,2.64,  ,A.A.C-lam.scs-Pyr. 
5,429,3935.7,3935.9,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
5,430,3935.8,3936,0.046,0.495,0.026,  ,  ,  ,4.9,  ,  ,  ,  ,2.63,  ,Sst.lrt-Gry/Gry.VF/F-gr.VW-cmt.W-srt.Silt.Cl/Mic-lam.Scs-C. 
5,431,3936,3936.2,8.06,0.572,6.65,  ,  ,  ,15.1,  ,  ,  ,  ,2.64,  ,A.A.F-gr.Sb-ang.decr-lam.incr-C. 
5,432,3936.2,3936.4,29.2,0.766,24.9,50.2,0.83,43.8,14.3,  ,  ,  ,  ,2.65,  ,A.A.VW/W-cmt.w/o-Silt. 
5,433,3936.55,3936.75,102,0.936,90.7,  ,  ,  ,14.5,  ,  ,  ,  ,2.6,  ,"A.A.Fis.w/o-Lam.decr-Cl,Mic.ltl-C. "
5,434,3936.71,3936.91,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
5,435,3936.8,3937,NPP ,  ,NPP ,  ,  ,  ,NPP ,  ,  ,  ,  ,NPP ,  ,NPP 
5,436,3937.05,3937.25,NMP ,  ,NMP ,  ,  ,  ,4.8,  ,  ,  ,  ,2.41,  ,"Sst.Blk.VF-gr.VW-cmt.W-srt.Frac.abd-C.ltl-Cl,Mic.Scs-Pyr. "
5,437,3937.3,3937.5,0.284,0.495,0.179,0.043,0.495,0.024,3.7,  ,  ,  ,  ,2.42,  ,A.A.Sb-ang.Scat-F-gr.w/o-Frac. 
5,438,3937.55,3937.75,6.18,0.54,5.05,  ,  ,  ,15,  ,  ,  ,  ,2.64,  ,"Sst.lt-Gry.VF/F-gr.Sb-ang.VW/W-cmt.W-srt.ltl-Cl,Mic.scs-C. "
5,439,3937.73,3937.93,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
5,440,3937.8,3938,68.2,0.88,59.9,  ,  ,  ,17.6,  ,  ,  ,  ,2.63,  ,A.A.F-gr.W-cmt.ltl-Mtrx. 
5,441,3938,3938.2,101,0.907,89.9,262,0.967,240,18.7,  ,  ,  ,  ,2.68,  ,"A.A.decr-Cl,Mic.w/o-C.scat-Pyr. "
5,442,3938.2,3938.4,4.43,0.495,3.58,1.3,0.495,0.898,14.2,  ,  ,  ,  ,2.66,  ,A.A.VF/F-gr.VW-cmt.scs-Pyr. 
5,443,3938.55,3938.75,50.6,0.855,43.9,  ,  ,  ,20.6,  ,  ,  ,  ,2.66,  ,A.A.W-cmt. 
5,444,3938.74,3938.94,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
5,445,3938.8,3939,41.5,0.808,35.9,  ,  ,  ,17.5,  ,  ,  ,  ,2.66,  ,A.A. 
5,446,3939.05,3939.25,39.9,0.83,34.3,  ,  ,  ,18.1,  ,  ,  ,  ,2.65,  ,A.A. 
5,447,3939.3,3939.5,10.5,0.647,8.59,52.5,0.855,45.7,24.4,  ,  ,  ,  ,2.66,  ,A.A.F-gr 
5,448,3939.55,3939.75,1.3,0.495,0.894,  ,  ,  ,14.8,  ,  ,  ,  ,2.65,  ,A.A.VF-gr.VW/W-cmt. 
5,449,3939.73,3939.93,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
5,450,3939.8,3940,0.684,0.595,0.455,  ,  ,  ,12.1,  ,  ,  ,  ,2.66,  ,"A.A.VF/F-gr.VW.cmt.incr-Cl,Mic. "
5,451,3940.05,3940.25,0.413,0.495,0.266,  ,  ,  ,7.9,  ,  ,  ,  ,2.65,  ,A.A.scat-M-gr.Cl/Mic-lam.incr-Pyr. 
5,452,3940.3,3940.5,96.8,0.907,86.1,2.06,0.495,1.55,18.5,  ,  ,  ,  ,2.64,  ,"A.A.F-gr.W-cmt.w/o-M-gr,lam,Pyr.decr-Cl,Mic.Scs-C. "
5,453,3940.55,3940.75,135,0.936,122,  ,  ,  ,12.6,  ,  ,  ,  ,2.66,  ,"Sst.lt-Gry.F/M-gr.Sb-ang.W-cmt.W-srt.Ltl-Cl,Mic.scs-Pyr. "
5,454,3940.7,3940.9,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
5,455,3940.8,3941,NPP ,  ,NPP ,  ,  ,  ,NPP ,  ,  ,  ,  ,NPP ,  ,NPP 
5,456,3941.05,3941.25,0.81,0.495,0.544,  ,  ,  ,9.8,  ,  ,  ,  ,2.65,  ,"Sst.lt-Gry.VF-gr..VW/W-cmt.W-srt.Fis.ltl-Mtrx,Cl,Mic.scs-Pyr"
5,457,3941.3,3941.5,0.774,0.495,0.519,1.87,0.495,1.32,10.1,  ,  ,  ,  ,2.65,  ,"A.A.VF/F-gr.ltl-Cl,Mic-lam. "
5,458,3941.55,3941.75,0.31,0.495,0.197,  ,  ,  ,8.7,  ,  ,  ,  ,2.65,  ,A.A.VW-cmt. 
5,459,3941.6,3941.8,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
5,460,3941.8,3942,0.384,0.495,0.246,  ,  ,  ,7.6,  ,  ,  ,  ,2.65,  ,Siltst.Gry.Consol.VW-cmt.Sd-gr.w/Cl.ltl-Mic.scs-C. 
5,461,3942,3942.2,4.77,0.495,3.88,  ,  ,  ,16.7,  ,  ,  ,  ,2.66,  ,Sst.lt-GryVF/.F-gr.Sb-ang.W-cmt.W-srt.Ltl-Cl.Mic.scs-Pyr. 
5,462,3942.2,3942.4,6.56,0.54,5.38,63.9,0.855,56.2,14.6,  ,  ,  ,  ,2.65,  ,A.A. 
5,463,3942.45,3942.65,6.24,0.495,5.18,  ,  ,  ,16.9,  ,  ,  ,  ,2.65,  ,A.A. 
5,464,3942.7,3942.9,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
5,465,3942.8,3943,NPP ,  ,NPP ,  ,  ,  ,NPP ,  ,  ,  ,  ,NPP ,  ,NPP 
5,466,3943.05,3943.25,NMP ,  ,NMP ,  ,  ,  ,NMP ,  ,  ,  ,  ,2.67,  ,Sltst.Gry.Consol.scat-F-gr.W-cmt.Frac.Ltl-Mic.Scs-C.scat-Pyr
5,467,3943.3,3943.5,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
5,468,3943.55,3943.75,NMP ,  ,NMP ,  ,  ,  ,5.9,  ,  ,  ,  ,2.65,  ,"Sst.Gry.VF/F-gr.Sb-ang.W-cmt.W-srt.Frac.w/Cl,Mic.scs-C,Pyr. "
5,469,3943.71,3943.91,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
5,470,3943.8,3944,1.17,0.495,0.805,  ,  ,  ,13.3,  ,  ,  ,  ,2.66,  ,"A.A.lt-Gry.F-gr.VW-cmt.w/o-Frac.ltl-Mtrx,Cl,Mic.w/o-C. "
5,471,3944,3944.2,8.65,0.572,7.17,  ,  ,  ,16.5,  ,  ,  ,  ,2.65,  ,"A.A.W-cmt.decr-Cl,Mic. "
5,472,3944.35,3944.55,2.3,0.495,1.75,5.59,0.495,4.61,14.7,  ,  ,  ,  ,2.64,  ,A.A.VF/F-gr.incr-Cl.w/o-Pyr. 
5,473,3944.6,3944.8,0.309,0.495,0.196,  ,  ,  ,4.7,  ,  ,  ,  ,2.65,  ,A.A.scat-M-gr.W/Fr-srt.Cl/Mic-lam.Scat-Pyr.scs-C. 
5,474,3944.8,3945,2.62,0.495,2.03,  ,  ,  ,10,  ,  ,  ,  ,2.66,  ,A.A.W-srt.w/o-M-gr.decr-Cl/Mic-lam. 
5,475,3945.05,3945.25,7.1,0.54,5.86,  ,  ,  ,13.8,  ,  ,  ,  ,2.65,  ,A.A. 
5,476,3945.35,3945.55,0.379,0.495,0.243,0.152,0.495,0.092,8.4,  ,  ,  ,  ,2.65,  ,"A.A.VW-cmt.w/o-Lam.Incr-Cl,Mic. "
5,477,3945.55,3945.75,0.874,0.495,0.59,  ,  ,  ,12.3,  ,  ,  ,  ,2.64,  ,"A.A.decr-Cl,Mic.scs-Pyr. "
5,478,3945.68,3945.88,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
5,479,3945.8,3946,2.4,0.495,1.84,  ,  ,  ,12.4,  ,  ,  ,  ,2.66,  ,A.A.F-gr.W-cmt.scat-Pyr. 
5,480,3946,3946.2,0.37,0.495,0.237,  ,  ,  ,9.7,  ,  ,  ,  ,2.63,  ,A.A.lt-Gry/Gry.VF-gr.VW-cmt.incr-C.w/o-Pyr. 
5,481,3946.2,3946.4,0.21,0.495,0.13,0.237,0.495,0.148,6.6,  ,  ,  ,  ,2.61,  ,A.A.ltl-C. 
5,482,3946.55,3946.75,2.96,0.495,2.32,  ,  ,  ,10.1,  ,  ,  ,  ,2.61,  ,A.A.Frac.scat-Pyr. 
5,483,3946.65,3946.85,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
5,484,3946.8,3947,2.95,0.495,2.31,  ,  ,  ,10.5,  ,  ,  ,  ,2.63,  ,"Sst.Gry.VF/F-gr.Sb-ang.W-cmt.W-srt.w/Cl.ltl-Mtrx,C,Mic. "
5,485,3947.05,3947.25,0.333,0.495,0.212,  ,  ,  ,10.2,  ,  ,  ,  ,2.63,  ,A.A.VW-cmt.Silt.Incr-C.Scat-Pyr. 
5,486,3947.3,3947.5,0.239,0.495,0.149,0.299,0.495,0.189,13.3,  ,  ,  ,  ,2.65,  ,A.A. 
5,487,3947.55,3947.75,85.8,0.907,75.9,  ,  ,  ,17.5,  ,  ,  ,  ,2.65,  ,A.A.lt-Gry.W-cmt.scast-M-gr.Fis.ltl-Cl.Scs-C.decr-Pyr. 
5,488,3947.67,3947.87,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
5,489,3947.8,3948,191,0.967,174,  ,  ,  ,14.9,  ,  ,  ,  ,2.69,  ,A.A.F-gr.w/o-M-gr.Pbl.incr-Pyr. 
5,490,3948,3948.2,74.5,0.88,65.7,  ,  ,  ,17.5,  ,  ,  ,  ,2.66,  ,"A.A.w/o-Pbl,Fis.scs-Pyr. "
5,491,3948.2,3948.4,98,0.907,87.2,10.6,0.595,8.85,18.4,  ,  ,  ,  ,2.66,  ,"A.A.incr-C,Pyr. "
5,492,3948.55,3948.75,11.5,0.595,9.67,  ,  ,  ,15.4,  ,  ,  ,  ,2.67,  ,A.A.VF/F-gr.Cl/Mic-lam. 
5,493,3948.66,3948.86,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
5,494,3948.8,3949,243,0.951,223,  ,  ,  ,19.9,  ,  ,  ,  ,2.65,  ,A.A.F-gr.Pbl. 
5,495,3949,3949.2,342,0.967,317,  ,  ,  ,21.9,  ,  ,  ,  ,2.66,  ,A:A:w/o-Pbl.decr-C. 
5,496,3949.3,3949.5,394,0.97,366,206,0.967,188,20.2,  ,  ,  ,  ,2.64,  ,A.A.W/Fr-cmt.Ltl-C. 
5,497,3949.55,3949.75,133,0.936,119,  ,  ,  ,19.2,  ,  ,  ,  ,2.66,  ,"A.A.W-cmt.w/o-Lam,C,Pyr.decr-Cl,Mic. "
5,498,3949.65,3949.85,63.7,0.855,56,  ,  ,  ,19.8,  ,  ,  ,  ,2.65,  ,A.A.scs-Pyr. 
5,499,3949.7,3949.9,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
5,500,3950.1,3950.3,0.134,0.495,0.081,  ,  ,  ,5.6,  ,  ,  ,  ,2.73,  ,"Sst.lt-Gry.VF-gr.Sb-ang.VW-cmt.W-srt.w/Calc.ltl-Cl,Mic.Scs-C"
5,501,3950.3,3950.5,0.277,0.495,0.174,0.048,0.495,0.027,4.6,  ,  ,  ,  ,2.72,  ,"A.A.decr-Calc,Cl/Mic-lam.scs-Pyr. "
5,502,3950.55,3950.75,0.309,0.495,0.196,  ,  ,  ,4.4,  ,  ,  ,  ,2.71,  ,A.A.scat-M/Crs-gr.decr-Cl/Mic-lam.scat-Pyr. 
5,503,3950.62,3950.82,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
5,504,3950.8,3951,2.43,0.495,1.86,  ,  ,  ,7.7,  ,  ,  ,  ,2.68,  ,A.A.w/o-Lam.ltl-C.scs-Pyr. 
5,505,3951.05,3951.25,NMP ,  ,NMP ,  ,  ,  ,20.3,  ,  ,  ,  ,2.58,  ,"Sst.lt-Gry.F/M-gr.Fr-cmt.W/Fr-srt.Frac.C-lam.ltl-Mtrx,Cl,Mic"
5,506,3951.3,3951.5,1240,0.99,1190,210,0.951,192,20.7,  ,  ,  ,  ,2.63,  ,"A.A.F-gr.Sb-ang.W-srt.w/o-Frac,C.decr-Mtrx,Cl,Mic. "
5,507,3951.55,3951.75,667,0.983,628,  ,  ,  ,17.5,  ,  ,  ,  ,2.65,  ,"A.A.VF/F/M-gr.W-cmt.Fr-srt.Cl/Mic-lam.scs-C,Pyr. "
5,508,3951.7,3951.9,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
5,509,3951.8,3952,76.7,0.907,67.5,  ,  ,  ,20,  ,  ,  ,  ,2.66,  ,A.A.VF/F-gr.W-srt.w/o-Lam. 
5,510,3952,3952.2,6.38,0.512,5.28,  ,  ,  ,10.3,  ,  ,  ,  ,2.64,  ,A.A.F/M-gr.VW/W-cmt.W/Fr-srt.C/Cl/Mic-lam.scat-Pyr. 
5,511,3952.2,3952.4,170,0.936,154,0.885,0.495,0.597,20.3,  ,  ,  ,  ,2.63,  ,"A.A.F-gr.W-cmt.W-srt.w/o-Cl/Mic-lam.Ltl-Cl,Mic.decr-Pyr. "
5,512,3952.55,3952.75,605,0.98,569,  ,  ,  ,20.7,  ,  ,  ,  ,2.66,  ,"A.A.w/o-C-lam.decr-Cl,Mic.scs-Pyr. "
5,513,3952.69,3952.89,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
5,514,3952.8,3953,58.9,0.855,51.6,  ,  ,  ,17.5,  ,  ,  ,  ,2.66,  ,"Sst.lt-Gry.F-gr.Sb-ang.W-cmt.W-srt.Cl/Mic-lam.scs-Mtrx,C. "
5,515,3953.05,3953.25,627,0.981,589,  ,  ,  ,16.8,  ,  ,  ,  ,2.7,  ,"A.A.F/M-gr.w/o-Lam.decr-Cl,Mic.scat-Pyr. "
5,516,3953.3,3953.5,33.2,0.854,28.1,  ,  ,  ,25.7,  ,  ,  ,  ,2.64,  ,A.A.F-gr.Ltl-Pyr. 
5,517,3953.55,3953.75,3.72,0.495,2.97,  ,  ,  ,12.6,  ,  ,  ,  ,2.65,  ,A.A.VF/F-gr.VW/W-cmt..Cl/Mic-lam.Scs-Pyr. 
5,518,3953.8,3954,243,0.967,222,  ,  ,  ,18,  ,  ,  ,  ,2.65,  ,"A.A-F-gr.w/o-Lam,C,Pyr.scs-Cl,Mic. "
5,519,3954,3954.2,145,0.936,130,  ,  ,  ,19,  ,  ,  ,  ,2.64,  ,"A.A.Ltl-Cl,Mic. "
5,520,3954.3,3954.5,355,0.968,329,516,0.977,483,18,  ,  ,  ,  ,2.64,  ,A.A.scs-C. 
5,521,3954.55,3954.75,847,0.985,802,  ,  ,  ,20.1,  ,  ,  ,  ,2.64,  ,"A.A.W-cmt.decr-Cl,Mic. "
5,522,3954.8,3955,949,0.987,900,  ,  ,  ,22.6,  ,  ,  ,  ,2.65,  ,A.A.scat-M-gr.Scs-Pyr. 
5,523,3955.05,3955.25,NMP ,  ,NMP ,  ,  ,  ,21.3,  ,  ,  ,  ,2.6,  ,"A.A.Frac.w/o-scat-M-gr,Pyr.ltl-C "
5,524,3955.3,3955.5,NMP ,  ,NMP ,21.6,0.71,18.3,21.4,  ,  ,  ,  ,2.63,  ,A.A.decr-C. 
5,525,3955.55,3955.75,787,0.985,744,  ,  ,  ,21.3,  ,  ,  ,  ,2.63,  ,A.A.F/M-gr.w/o-Frac. 
5,526,3956.05,3956.25,496,0.976,464,  ,  ,  ,20.9,  ,  ,  ,  ,2.64,  ,"A.A.F-gr.scs-C,Cl,Mic. "
5,527,3956.25,3956.45,378,0.979,351,354,0.967,328,19.2,  ,  ,  ,  ,2.64,  ,A.A. 
5,528,3956.55,3956.75,678,0.981,639,  ,  ,  ,19.9,  ,  ,  ,  ,2.64,  ,A.A. 
5,529,3956.66,3956.86,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
5,530,3956.8,3957,568,0.978,533,  ,  ,  ,22.1,  ,  ,  ,  ,2.64,  ,A.A.incr-Cl. 
5,531,3957.05,3957.25,NMP ,  ,NMP ,  ,  ,  ,6.4,  ,  ,  ,  ,2.66,  ,"Sst.VF/F-gr.Sb-ang.VW-cmt.W-srt.Frac.Ltl-Mtrx,Cl,Mic.scs-Pyr"
5,532,3957.3,3957.5,59.5,0.855,52,21.9,0.71,18.6,18.5,  ,  ,  ,  ,2.64,  ," A.A.lt-Gry.F-gr.w/o-Frac,Pyr.scs-C. "
5,533,3957.55,3957.75,0.311,0.495,0.197,  ,  ,  ,9.5,  ,  ,  ,  ,2.67,  ,"A.A.VF-gr.Silt.incr-Cl,Mic.scat-Pyr. "
5,534,3957.8,3958,2.98,0.495,2.33,  ,  ,  ,13.6,  ,  ,  ,  ,2.65,  ,A.A.VF/F-gr.decr-silt.incr-C. 
5,535,3958,3958.2,799,0.985,755,  ,  ,  ,19.7,  ,  ,  ,  ,2.64,  ,"A.A.-F-gr.W-cmt.w/o-Mtrx,Silt,C,Pyr.scs-.Cl.Mic. "
5,536,3958.3,3958.5,67.7,0.88,59.5,75.3,0.88,66.5,17.9,  ,  ,  ,  ,2.64,  ,A.A.VW/W-cmt.Cl/Mic-lam.scat-C. 
5,537,3958.55,3958.75,7.46,0.54,6.17,  ,  ,  ,12.2,  ,  ,  ,  ,2.74,  ,A.A.scat-M-gr.ltl-Pyr.decr-C. 
5,538,3958.67,3958.87,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
5,539,3958.8,3959,64.6,0.855,56.8,  ,  ,  ,20.7,  ,  ,  ,  ,2.65,  ,"Sst.lt-Gry.F-gr.Sb-ang.W-cmt.W-srt.ltl-Mtrx,Cl,Mic.scs-C. "
5,540,3959.05,3959.25,1580,0.992,1510,  ,  ,  ,19.5,  ,  ,  ,  ,2.66,  ,"A.A.w/o-Mtrx,C.Scs-Cl,Mic. "
5,541,3959.3,3959.5,146,0.936,132,  ,  ,  ,19.4,  ,  ,  ,  ,2.64,  ,"A.A.ltl-Cl.scs-C,Pyr. "
5,542,3959.55,3959.75,232,0.969,212,  ,  ,  ,19.6,  ,  ,  ,  ,2.64,  ,A.A. 
5,543,3959.7,3959.9,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
5,544,3959.8,3960,4.34,0.495,3.51,  ,  ,  ,18,  ,  ,  ,  ,2.79,  ,"A.A.VW/W-cmt.ltl-Mtrx,Mic,Pyrw/o-C.. "
5,545,3960,3960.2,0.224,0.495,0.139,  ,  ,  ,8.1,  ,  ,  ,  ,2.65,  ,"A.A.VF/F-gr.VW-cmt.incr-Cl,Mic.w/o-Pyr. "
5,546,3960.2,3960.4,NMP ,  ,NMP ,0.079,0.495,0.046,6.7,  ,  ,  ,  ,2.65,  ,A.A.Frac.Silt.Cl/Mic-lam.Scat-Pyr. 
5,547,3960.55,3960.75,0.155,0.495,0.094,  ,  ,  ,9.9,  ,  ,  ,  ,2.64,  ,"A.A.VF-gr.w/o-Frac,Lam.w/Cl.ltl-Mic.scs-Pyr. "
5,548,3960.69,3960.89,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
5,549,3960.8,3961,0.159,0.495,0.097,  ,  ,  ,10.5,  ,  ,  ,  ,2.68,  ,A.A.VF/F-gr.decr-Silt.ltl-Cl.scat-Pyr. 
5,550,3961.05,3961.25,35.3,0.786,30.4,  ,  ,  ,18.2,  ,  ,  ,  ,2.66,  ,"A.A.F-gr.W-cmt.w/o-Silt.decr-Cl,Mic,Pyr. "
